title	Problem:	Implication:	Workaround:	Status:
  An Unexpected PMI May Occur After Writing a Large Value to IA32_FIXED_CTR2  	  If the fixed-function performance counter IA32_FIXED_CTR2 MSR (30BH) is configured to generate a performance-monitor interrupt (PMI) on overflow and the counter’s value is greater than FFFFFFFFFFC0H, then this erratum may incorrectly cause a PMI if software performs a write to this counter.  	  A PMI may be generated unexpectedly when programming IA32_FIXED_CTR2. Other than the PMI, the counter programming is not affected by this erratum as the attempted write operation does succeed.  	 None identified. 	  For the steppings affected, see the Summary Tables of Changes. 
  RDMSR From The APIC-Timer CCR May Disarm The APIC Timer in TSC Deadline Mode  	  When in TSC Deadline mode with TSC_Deadline timer armed (IA32_TSC_DEADLINE<>0, MSR 6E0H), a read from the local APIC’s CCR (current count register) in APIC MMIO space may disarm the TSC Deadline timer without generating an interrupt as specified in the APIC Timer LVT (Local Vector Table) entry.  	  Due to this erratum, unexpected disarming of the APIC timer and possible loss of an interrupt may occur.  	 It is possible for the BIOS to contain a workaround for this erratum. 	  42  For the steppings affected, see the Summary Tables of Changes  
  RC6 Entry Can be Blocked by Asynchronous Intel® VT-d Flows  	  The graphics Command Streamer can get into a state that will effectively inhibit graphic RC6 (Render C6) power management state entry until render reset occurs. Any asynchronous Intel VT-d (Virtualization Technology for Directed I/O) access to IOTLB can potentially cause graphics Command Streamer to get into this RC6 inhibited state.  	  Average power will increase until RC6 is activated with a render reset.  	 A BIOS code change has been identified and may be implemented as a workaround for this erratum. 	  For the steppings affected, see the Summary Tables of Changes. 
  Repeated PCIe* and/or DMI L1 Transitions During Package Power States May Cause a System Hang  	  Under a complex set of internal conditions when the processor is in a deep power state (package C3, C6 or C7) and the PCIe and/or DMI links are toggling in and out of L1 state, internal states of the processor may become inaccessible resulting in a system hang.  	  Due to this erratum, the system may hang.  	 A BIOS code change has been identified and may be implemented as a workaround for this erratum. 	  For the steppings affected, see the Summary Tables of Changes. 
  Execution of BIST During Cold RESET May Result in a Machine Check Shutdown  	  If BIST (Built In Self-Test) is enabled and a Cold RESET follows, an unrecoverable machine check shutdown will occur.  	  Due to this erratum, BIST cannot be enabled.  	 None identified. 	  For the steppings affected, see the Summary Tables of Changes. 
  PCI Express* Differential Peak-Peak Tx Voltage Swing May Violate the Specification  	  Under certain conditions, including extreme voltage and temperature, the peak-peak voltage may be higher than the specification.  	  Violation of PCI Express Base Specification of the VTX--DIFF-PP voltage. No failures have been observed due to this erratum.  	 None identified. 	  For the steppings affected, see the Summary Tables of Changes. 
  PCIe* Presence Detect State May Not be Accurate After a Warm Reset  	  Under certain conditions, when there is no PCIe device present, the status of Presence Detect State bit (SLOTSTS Device 1; Function 0,1,2; Offset BAH; bit [6] and/or Device 6; Function 0; Offset BAH; bit [6]) may not be accurate after a warm reset.  	  The Presence Detect State bit may incorrectly report a PCIe device is present even though no device is actually present, which may result in a system hang.  	 A BIOS code change has been identified and may be implemented as a workaround for this erratum. 	  For the steppings affected, see the Summary Tables of Changes.   43 
  Display Corruption May be Seen After Graphics Voltage Rail (VCC_AXG) Power Up  	  Powering up the processor graphics logic in the cases of initial poweron, Sx resume state power up, or powering up from RC6+ ( RC6 at 0V ) may cause a nondeterministic state in the processor graphics logic.  	  This erratum may cause improper 3D rendering and may result in display corruption.  	 A graphics driver workaround has been identified and may be implemented as a workaround for this erratum. 	  For the steppings affected, see the Summary Tables of Changes. 
  PCMPESTRI, PCMPESTRM, VPCMPESTRI and VPCMPESTRM Always Operate with 32-bit Length Registers  	  In 64-bit mode, using REX.W=1 with PCMPESTRI and PCMPESTRM or VEX.W=1 with VPCMPESTRI and VPCMPESTRM should support a 64-bit length operation with RAX/ RDX. Due to this erratum, the length registers are incorrectly interpreted as 32-bit values.  	  Due to this erratum, using REX.W=1 with PCMPESTRI and PCMPESTRM as well as VEX.W=1 with VPCMPESTRI and VPCMPESTRM do not result in promotion to 64-bit length registers.  	 It is possible for the BIOS to contain a workaround for this erratum. 	  For the steppings affected, see the Summary Tables of Changes. 
  VM Entries That Return From SMM Using VMLAUNCH May Not Update The Launch State of the VMCS  	  Successful VM entries using the VMLAUNCH instruction should set the launch state of the VMCS to “launched”. Due to this erratum, such a VM entry may not update the launch state of the current VMCS if the VM entry is returning from SMM.  	  Subsequent VM entries using the VMRESUME instruction with this VMCS will fail. RFLAGS.ZF is set to 1 and the value 5 (indicating VMRESUME with non-launched VMCS) is stored in the VM-instruction error field. This erratum applies only if dual monitor treatment of SMI and SMM is active.  	 It is possible for the BIOS to contain a workaround for this erratum. 	  44  For the steppings affected, see the Summary Tables of Changes.  
  Interrupt From Local APIC Timer May Not Be Detectable While Being Delivered  	  If the local-APIC timer’s CCR (current-count register) is 0, software should be able to determine whether a previously generated timer interrupt is being delivered by first reading the delivery-status bit in the LVT timer register and then reading the bit in the IRR (interrupt-request register) corresponding to the vector in the LVT timer register. If both values are read as 0, no timer interrupt should be in the process of being delivered. Due to this erratum, a timer interrupt may be delivered even if the CCR is 0 and the LVT and IRR bits are read as 0. This can occur only if the DCR (Divide Configuration Register) is greater than or equal to 4. The erratum does not occur if software writes zero to the Initial Count Register before reading the LVT and IRR bits.  	  Software that relies on reads of the LVT and IRR bits to determine whether a timer interrupt is being delivered may not operate properly.  	 Software that uses the local-APIC timer must be prepared to handle the timer interrupts, even those that would not be expected based on reading CCR and the LVT and IRR bits; alternatively, software can avoid the problem by writing zero to the Initial Count Register before reading the LVT and IRR bits. 	  For the steppings affected, see the Summary Tables of Changes. 
  An Unexpected Page Fault May Occur Following the Unmapping and Re-mapping of a Page  	  An unexpected page fault (#PF) may occur for a page under the following conditions: •The paging structures initially specify a valid translation for the page. •Software modifies the paging structures so that there is no valid translation for the page (e.g., by clearing to 0 the present bit in one of the paging-structure entries used to translate the page). •Software later modifies the paging structures so that the translation is again a valid translation for the page (e.g., by setting to 1 the bit that was cleared earlier). •A subsequent instruction loads from a linear address on the page. •Software did not invalidate TLB entries for the page between the first modification of the paging structures and the load from the linear address. In this case, the load by the later instruction may cause a page fault that indicates that there is no translation for the page (e.g., with bit 0 clear in the page-fault error code, indicating that the fault was caused by a not-present page).  	  Software may see an unexpected page fault that indicates that there is no translation for the page. Intel has not observed this erratum with any commercially available software.  	 None identified. 	  For the steppings affected, see the Summary Tables of Changes.   45 
